title_median_salary,total_yrs_exp,company_yrs_exp,total_comp,pop_city_greater_65K,state_median_income,faang,Business,Engineering,Technology
202000,15,15,105000,0,85245,0,0,0,1
202000,11,10,272000,1,78672,0,0,0,1
202000,12,8,320000,0,77006,0,0,0,1
202000,4,1,212000,1,84385,0,0,0,1
202000,14,1,185000,1,78672,1,0,0,1
202000,8,2,135000,0,76398,0,0,0,1
202000,10,1,205000,1,77006,1,0,0,1
202000,3,2,96700,0,76398,0,0,0,1
202000,25,10,520002,1,77006,0,0,0,1
202000,8,8,408610,1,77006,1,0,0,1
202000,17,1,325000,1,71117,0,0,0,1
202000,15,8,139758,1,56642,0,0,0,1
202000,20,4,462000,1,77006,0,0,0,1
202000,11,10,155000,1,90842,0,0,0,1
202000,1,0,201250,1,78672,0,0,0,1
202000,4,1,133000,1,77006,1,0,0,1
202000,10,10,126000,1,90842,0,0,0,1
202000,6,1,185500,0,85245,0,0,0,1
202000,15,1,690000,1,75231,1,0,0,1
202000,15,8,154000,1,63826,0,0,0,1
202000,12,5,162000,0,61836,0,0,0,1
202000,20,20,185000,1,71117,0,0,0,1
202000,12,12,132000,1,68428,0,0,0,1
202000,7,2,239000,1,78672,0,0,0,1
202000,1,1,125000,1,84385,0,0,0,1
202000,10,10,92000,1,57703,0,0,0,1
202000,8,5,170000,1,63627,0,0,0,1
202000,11,4,344000,1,78672,0,0,0,1
202000,7,1,157000,1,78672,0,0,0,1
202000,20,10,110000,1,71117,0,0,0,1
202000,10,2,310000,1,71117,1,0,0,1
202000,4,1,319000,1,71117,0,0,0,1
202000,17,17,183000,1,78672,0,0,0,1
202000,5,1,132000,1,90842,0,0,0,1
202000,10,10,275200,1,77006,1,0,0,1
202000,4,2,81000,1,63627,0,0,0,1
202000,12,0,294900,1,61529,0,0,0,1
202000,9,3,152000,1,90842,0,0,0,1
202000,16,1,159000,1,76398,1,0,0,1
202000,5,2,88474,1,71117,0,0,0,1
202000,5,5,101126,1,63826,0,0,0,1
202000,10,3,288000,1,78672,0,0,0,1
202000,15,5,440000,1,71117,1,0,0,1
202000,12,1,316000,1,71117,1,0,0,1
202000,13,13,94500,0,52238,0,0,0,1
202000,13,2,295000,1,77006,1,0,0,1
202000,10,10,148900,0,77006,0,0,0,1
202000,5,3,151000,1,76398,0,0,0,1
202000,7,1,200000,1,84385,1,0,0,1
202000,25,4,295000,1,71117,0,0,0,1
202000,7,1,200000,1,63826,0,0,0,1
202000,8,1,92000,1,63826,0,0,0,1
202000,21,0,276000,1,78672,0,0,0,1
202000,4,1,100000,1,78672,0,0,0,1
202000,20,7,230000,1,77006,1,0,0,1
202000,10,10,190000,1,77006,0,0,0,1
202000,10,10,235000,1,63293,0,0,0,1
202000,5,1,155000,1,63826,0,0,0,1
202000,20,2,230000,1,56642,1,0,0,1
202000,18,3,210000,1,63826,0,0,0,1
202000,5,3,121000,1,58116,0,0,0,1
202000,4,1,229800,1,77006,0,0,0,1
202000,11,8,142000,1,61836,0,0,0,1
202000,35,1,135000,1,77006,1,0,0,1
202000,9,5,309000,1,63826,1,0,0,1
202000,9,2,151450,1,61224,0,0,0,1
202000,10,3,390000,1,77006,1,0,0,1
202000,1,1,168000,0,78672,1,0,0,1
202000,15,4,411000,1,77006,1,0,0,1
202000,20,2,146000,1,77006,1,0,0,1
202000,19,5,110000,1,61224,0,0,0,1
202000,15,0,275000,1,78672,1,0,0,1
202000,15,0,289650,1,78672,1,0,0,1
202000,6,1,600000,1,78672,1,0,0,1
202000,2,1,86200,1,90842,0,0,0,1
202000,6,1,74880,1,63826,0,0,0,1
202000,8,2,576000,1,78672,0,0,0,1
202000,11,2,246500,0,76398,0,0,0,1
202000,8,2,280000,1,78672,0,0,0,1
202000,12,5,282600,1,65667,0,0,0,1
202000,1,1,174000,1,78672,1,0,0,1
202000,25,15,359000,0,77006,0,0,0,1
202000,20,15,245000,0,78672,0,0,0,1
202000,20,5,270000,1,71117,0,0,0,1
202000,5,5,144000,0,57290,0,0,0,1
202000,18,4,500000,1,71117,0,0,0,1
202000,15,0,337500,1,78672,1,0,0,1
202000,15,5,180000,1,78672,1,0,0,1
202000,10,4,210000,1,71117,0,0,0,1
202000,30,4,165000,0,57290,0,0,0,1
202000,7,1,200000,1,77006,0,0,0,1
202000,1,1,108160,1,78672,0,0,0,1
202000,5,1,117500,0,49475,0,0,0,1
202000,4,1,155000,1,71117,0,0,0,1
202000,2,1,135000,1,90842,1,0,0,1
202000,19,19,103995,1,75231,0,0,0,1
202000,7,7,75000,1,61224,0,0,0,1
202000,3,3,118750,1,61224,0,0,0,1
202000,10,2,300000,0,78672,0,0,0,1
202000,13,6,335000,1,71117,1,0,0,1
202000,4,4,60000,1,71117,0,0,0,1
202000,22,3,305000,1,78672,0,0,0,1
202000,10,1,144000,0,49475,0,0,0,1
202000,8,2,360000,1,78672,0,0,0,1
202000,6,3,195000,1,71117,1,0,0,1
202000,21,2,302000,1,77006,1,0,0,1
202000,10,10,118000,1,78672,0,0,0,1
202000,10,1,350000,0,78672,0,0,0,1
202000,10,3,217000,1,90842,0,0,0,1
202000,17,17,164000,1,58235,0,0,0,1
202000,20,5,316000,1,78672,0,0,0,1
202000,10,0,253500,1,78672,1,0,0,1
202000,16,0,227500,1,74197,0,0,0,1
202000,18,1,340000,1,78672,0,0,0,1
202000,10,2,240000,1,68428,0,0,0,1
202000,13,0,225000,1,75231,0,0,0,1
202000,20,0,200000,1,61224,1,0,0,1
202000,17,0,355690,0,76398,1,0,0,1
202000,2,0,210842,1,78672,0,0,0,1
202000,25,1,186000,0,76398,1,0,0,1
202000,10,0,483500,1,77006,1,0,0,1
202000,10,2,200000,0,77006,0,0,0,1
202000,7,0,220000,1,77006,1,0,0,1
202000,10,3,187000,0,76398,0,0,0,1
202000,10,1,230000,1,78672,0,0,0,1
202000,24,2,374000,1,71117,1,0,0,1
202000,4,1,174000,1,77006,0,0,0,1
202000,10,2,187000,1,74197,1,0,0,1
202000,11,1,175000,1,77006,0,0,0,1
202000,12,6,130000,0,49475,0,0,0,1
202000,15,15,215000,1,78672,0,0,0,1
202000,11,2,246000,0,76398,0,0,0,1
202000,12,5,260000,1,77006,1,0,0,1
202000,5,5,100000,1,71117,0,0,0,1
202000,26,5,400000,1,77006,1,0,0,1
202000,3,0,227000,0,78672,1,0,0,1
202000,7,5,165000,1,77006,1,0,0,1
202000,8,1,112500,1,77006,0,0,0,1
202000,7,6,155000,1,78672,0,0,0,1
202000,10,1,202500,1,63826,0,0,0,1
202000,33,4,340000,0,78672,1,0,0,1
202000,10,1,326000,1,78672,1,0,0,1
202000,30,6,420000,1,77006,1,0,0,1
202000,18,2,375000,1,56642,1,0,0,1
202000,10,1,620000,1,71117,0,0,0,1
202000,15,15,175000,1,71117,0,0,0,1
202000,2,0,227000,1,77006,1,0,0,1
202000,22,2,235000,1,63826,1,0,0,1
202000,10,4,145000,1,75231,0,0,0,1
202000,6,2,164000,1,78672,1,0,0,1
202000,18,2,298000,1,77006,1,0,0,1
202000,8,3,118000,1,77006,1,0,0,1
202000,7,7,181000,1,78672,0,0,0,1
202000,4,1,110000,1,77006,0,0,0,1
202000,11,4,350000,1,78672,0,0,0,1
202000,15,2,238000,1,78672,1,0,0,1
202000,10,4,316000,1,78672,0,0,0,1
202000,11,4,267000,1,71117,0,0,0,1
202000,15,8,230000,1,78672,0,0,0,1
202000,8,2,335000,1,78672,0,0,0,1
202000,10,1,150000,1,78672,0,0,0,1
202000,7,0,211433,1,61529,0,0,0,1
202000,16,15,231000,1,78672,0,0,0,1
202000,10,0,200000,0,78672,1,0,0,1
202000,10,10,121000,1,63826,0,0,0,1
202000,11,11,255000,1,85245,0,0,0,1
202000,7,2,221000,1,78672,1,0,0,1
202000,16,0,448000,1,78672,1,0,0,1
202000,10,1,104780,1,90842,0,0,0,1
202000,4,4,82000,0,79855,0,0,0,1
202000,10,4,152000,1,77006,0,0,0,1
202000,12,2,195000,1,78672,1,0,0,1
202000,3,1,172000,1,84385,1,0,0,1
202000,10,1,210500,1,77006,0,0,0,1
202000,10,1,175000,1,78672,0,0,0,1
202000,12,0,213000,0,76398,1,0,0,1
202000,9,9,165000,0,78672,1,0,0,1
202000,17,7,411124,1,78672,1,0,0,1
202000,10,1,165000,1,78672,0,0,0,1
202000,18,12,245000,1,61529,0,0,0,1
202000,20,3,225000,1,77006,0,0,0,1
202000,10,1,191000,1,78672,0,0,0,1
202000,14,7,288004,1,77006,0,0,0,1
202000,5,1,126250,1,63826,0,0,0,1
202000,10,5,222500,1,78672,1,0,0,1
202000,17,17,342000,0,78672,1,0,0,1
202000,11,11,279000,1,84385,0,0,0,1
202000,10,4,122000,1,58915,0,0,0,1
202000,26,3,310000,1,78672,1,0,0,1
202000,11,1,198000,1,61224,0,0,0,1
202000,11,11,220000,0,63826,0,0,0,1
202000,10,4,88000,1,63627,0,0,0,1
202000,11,11,182000,1,90842,0,0,0,1
202000,8,8,182000,1,63826,1,0,0,1
202000,4,2,228000,0,78672,1,0,0,1
202000,12,3,279000,1,71117,1,0,0,1
202000,2,2,200000,1,78672,1,0,0,1
202000,4,4,310000,0,78672,1,0,0,1
202000,14,2,232000,1,77006,1,0,0,1
202000,17,10,285000,1,78672,0,0,0,1
202000,10,10,150000,1,63826,0,0,0,1
202000,10,1,650000,1,71117,0,0,0,1
202000,25,14,245000,1,59234,0,0,0,1
202000,15,2,310000,1,77006,0,0,0,1
202000,8,3,317000,0,78672,1,0,0,1
202000,8,1,295000,1,61224,1,0,0,1
202000,22,11,232000,1,71117,0,0,0,1
202000,16,1,310000,1,77006,1,0,0,1
202000,6,1,143333,1,61529,0,0,0,1
202000,18,1,175000,1,77006,0,0,0,1
202000,12,2,304000,1,63826,1,0,0,1
202000,15,5,163000,1,59234,0,0,0,1
202000,9,3,209000,1,63826,1,0,0,1
202000,14,0,217250,0,76398,1,0,0,1
202000,14,1,365000,1,78672,0,0,0,1
202000,19,2,385000,1,77006,1,0,0,1
202000,20,10,244000,1,78672,0,0,0,1
202000,10,3,242000,1,90842,0,0,0,1
202000,10,4,235000,1,78672,0,0,0,1
202000,20,4,300000,0,76398,1,0,0,1
202000,20,0,380000,1,84385,1,0,0,1
202000,8,2,185000,1,76398,0,0,0,1
202000,3,3,201000,1,78672,0,0,0,1
202000,6,5,124000,1,77006,0,0,0,1
202000,10,2,230000,1,78672,0,0,0,1
202000,8,1,195000,1,90842,1,0,0,1
202000,8,3,100000,1,63826,0,0,0,1
202000,19,4,289000,0,78672,0,0,0,1
202000,14,6,268800,1,57703,1,0,0,1
202000,10,1,125000,1,77006,0,0,0,1
202000,4,1,110000,1,78672,0,0,0,1
202000,1,1,109000,1,61224,0,0,0,1
202000,10,2,187000,1,74197,1,0,0,1
202000,9,8,240000,1,77006,0,0,0,1
202000,16,4,155000,1,78672,0,0,0,1
202000,15,6,124000,1,59234,0,0,0,1
202000,12,7,210000,1,77006,0,0,0,1
202000,25,0,155000,1,63826,0,0,0,1
202000,9,1,202000,1,84385,0,0,0,1
202000,17,17,91900,1,68428,0,0,0,1
202000,15,5,339000,0,76398,1,0,0,1
202000,17,17,164000,1,58235,0,0,0,1
202000,8,8,339200,0,78672,1,0,0,1
202000,15,13,155250,1,63826,0,0,0,1
202000,25,2,181500,1,63826,0,0,0,1
202000,3,1,70000,1,68428,0,0,0,1
202000,18,18,170000,1,63627,0,0,0,1
202000,11,10,135000,1,68428,0,0,0,1
202000,11,10,206000,1,63826,0,0,0,1
202000,5,5,165000,1,71117,0,0,0,1
202000,4,3,160000,1,77006,1,0,0,1
202000,23,20,193000,1,71117,0,0,0,1
202000,8,6,183832,0,76398,0,0,0,1
202000,5,1,180000,1,77006,0,0,0,1
202000,14,14,130000,1,77006,0,0,0,1
202000,9,3,230000,1,71117,0,0,0,1
202000,12,12,258000,1,78672,0,0,0,1
202000,7,3,130000,1,68428,0,0,0,1
202000,6,2,255000,1,63627,1,0,0,1
202000,9,1,250000,1,71117,0,0,0,1
202000,15,8,161000,1,61224,0,0,0,1
202000,18,1,190000,1,63826,0,0,0,1
202000,9,4,503000,1,77006,1,0,0,1
202000,10,10,367000,1,77006,1,0,0,1
202000,12,4,233000,1,78672,1,0,0,1
202000,4,4,330000,1,84385,1,0,0,1
202000,10,10,130000,1,71117,0,0,0,1
202000,12,3,354000,1,78672,1,0,0,1
202000,17,5,264000,0,75231,0,0,0,1
202000,25,6,450000,1,77006,1,0,0,1
202000,14,3,327000,1,78672,1,0,0,1
202000,15,4,255000,1,85245,0,0,0,1
202000,20,20,200000,1,78672,0,0,0,1
202000,10,1,680000,1,71117,0,0,0,1
202000,10,1,330000,1,78672,0,0,0,1
202000,10,10,270000,1,77006,0,0,0,1
202000,10,2,230000,1,63826,0,0,0,1
202000,6,4,152000,0,87063,0,0,0,1
202000,22,22,265000,1,77006,0,0,0,1
202000,14,0,327947,0,57290,1,0,0,1
202000,19,4,481000,1,78672,0,0,0,1
202000,10,2,375000,0,78672,1,0,0,1
202000,5,1,192000,1,71117,0,0,0,1
202000,22,0,400001,1,71117,1,0,0,1
202000,15,1,185000,1,78672,1,0,0,1
202000,12,1,356000,1,78672,0,0,0,1
202000,7,1,246000,1,78672,0,0,0,1
202000,6,1,75000,1,68428,0,0,0,1
202000,7,1,250000,1,77006,0,0,0,1
202000,5,0,210000,1,77006,1,0,0,1
202000,6,1,150000,0,78672,1,0,0,1
202000,18,12,209000,1,79855,0,0,0,1
202000,5,1,148000,1,78672,0,0,0,1
202000,10,1,200000,1,63627,0,0,0,1
202000,7,1,239000,1,77006,0,0,0,1
202000,11,4,200000,0,77006,0,0,0,1
202000,5,1,125000,1,78672,1,0,0,1
202000,19,4,180000,1,63826,0,0,0,1
202000,7,1,200000,1,78672,0,0,0,1
202000,17,14,362000,1,78672,0,0,0,1
202000,11,10,114345,1,71117,0,0,0,1
202000,19,10,315344,1,77006,0,0,0,1
202000,5,3,141000,1,78672,0,0,0,1
202000,18,3,444000,1,78672,1,0,0,1
202000,12,2,245000,1,78672,0,0,0,1
202000,20,1,135000,1,78672,0,0,0,1
202000,19,1,290000,1,77006,1,0,0,1
202000,15,7,140000,1,71117,0,0,0,1
202000,6,1,140000,1,84385,0,0,0,1
202000,10,1,400000,1,77006,0,0,0,1
202000,20,1,340000,1,77006,1,0,0,1
202000,28,25,195000,1,78672,0,0,0,1
202000,20,4,251250,0,77006,0,0,0,1
202000,14,3,156000,1,77006,0,0,0,1
202000,17,11,100000,1,63826,0,0,0,1
202000,14,2,140000,1,59234,0,0,0,1
202000,6,1,256000,1,78672,0,0,0,1
202000,3,3,219000,1,77006,0,0,0,1
202000,2,1,110000,0,58116,0,0,0,1
202000,16,1,237500,0,77006,0,0,0,1
202000,8,2,252000,1,78672,0,0,0,1
202000,8,3,220960,1,77006,1,0,0,1
202000,15,9,163000,1,59234,0,0,0,1
202000,10,1,291975,0,77006,1,0,0,1
202000,7,1,253000,1,71117,0,0,0,1
202000,13,3,160000,1,77006,0,0,0,1
202000,12,7,340000,0,77006,0,0,0,1
202000,30,23,390000,1,77006,0,0,0,1
202000,6,3,105000,0,74197,0,0,0,1
202000,5,5,117500,1,63293,0,0,0,1
202000,15,2,231000,1,63826,1,0,0,1
202000,21,4,339000,0,77006,0,0,0,1
202000,2,1,77000,1,65667,0,0,0,1
202000,5,5,105000,1,71117,0,0,0,1
202000,5,1,268000,1,78672,0,0,0,1
202000,10,10,140000,0,87063,0,0,0,1
202000,10,1,230000,0,63826,1,0,0,1
202000,15,3,395000,1,78672,1,0,0,1
202000,6,1,198000,1,61224,1,0,0,1
202000,7,5,152900,1,84385,0,0,0,1
202000,0,0,166650,1,71117,0,0,0,1
202000,6,2,165000,0,76398,0,0,0,1
202000,9,3,320000,1,78672,0,0,0,1
202000,6,1,168000,0,78672,1,0,0,1
202000,17,1,255000,1,63826,1,0,0,1
202000,28,2,420000,1,78672,1,0,0,1
202000,16,5,360000,1,71117,1,0,0,1
202000,10,3,184000,1,63826,0,0,0,1
202000,7,1,186000,0,78672,1,0,0,1
202000,12,4,490000,1,71117,1,0,0,1
202000,12,3,225000,1,90842,0,0,0,1
202000,15,1,335000,1,77006,1,0,0,1
202000,11,4,105000,1,85245,0,0,0,1
202000,10,1,160393,1,63627,0,0,0,1
202000,15,0,250500,1,77006,1,0,0,1
202000,15,3,220000,1,78672,1,0,0,1
202000,8,6,144000,0,57290,0,0,0,1
202000,20,1,140000,1,58116,0,0,0,1
202000,7,0,186250,1,61224,0,0,0,1
202000,5,3,130000,1,77006,0,0,0,1
202000,11,0,255000,1,63826,0,0,0,1
202000,9,1,250000,1,63826,0,0,0,1
202000,15,2,190000,1,78672,0,0,0,1
202000,20,1,130000,0,77006,0,0,0,1
202000,15,1,197000,1,63826,0,0,0,1
202000,5,2,177500,1,78672,1,0,0,1
202000,20,3,389000,0,77006,0,0,0,1
202000,28,16,389000,1,68428,0,0,0,1
202000,3,1,86000,1,63826,0,0,0,1
202000,1,1,50000,0,78672,0,0,0,1
202000,8,5,146000,1,71117,0,0,0,1
202000,12,5,156000,0,85245,0,0,0,1
202000,19,9,315300,1,77006,0,0,0,1
202000,7,2,167000,1,77006,0,0,0,1
202000,15,9,185000,1,56642,0,0,0,1
202000,4,4,125000,1,63826,0,0,0,1
202000,12,4,265000,1,78672,0,0,0,1
202000,25,10,150000,1,57703,0,0,0,1
202000,20,1,303000,1,71117,1,0,0,1
202000,16,1,214000,1,84385,1,0,0,1
202000,5,4,170000,1,78672,0,0,0,1
202000,11,1,310756,1,85245,0,0,0,1
202000,5,5,150000,1,63826,1,0,0,1
202000,23,5,199000,1,90842,0,0,0,1
202000,8,2,116500,1,78672,0,0,0,1
202000,24,10,278000,0,77006,0,0,0,1
202000,1,0,122500,1,78672,0,0,0,1
202000,17,4,160000,1,63826,0,0,0,1
202000,5,1,267000,0,78672,1,0,0,1
202000,26,4,166000,0,71117,0,0,0,1
202000,7,2,214000,1,78672,0,0,0,1
202000,13,7,115000,1,59234,0,0,0,1
202000,15,0,346250,1,78672,0,0,0,1
202000,14,0,362750,0,78672,1,0,0,1
202000,12,0,225000,0,75231,0,0,0,1
202000,11,11,90000,0,87063,0,0,0,1
202000,5,2,250000,0,78672,1,0,0,1
202000,23,0,240000,1,61224,0,0,0,1
202000,7,5,130000,1,63826,0,0,0,1
202000,4,1,130000,1,71117,0,0,0,1
202000,1,0,157750,0,76398,1,0,0,1
202000,3,0,171250,1,68428,1,0,0,1
202000,24,4,240000,1,77923,0,0,0,1
202000,4,1,108000,1,77006,0,0,0,1
202000,1,0,186080,0,77006,0,0,0,1
202000,22,0,347750,1,71117,1,0,0,1
202000,20,0,186000,1,71117,1,0,0,1
202000,11,0,336250,1,76398,1,0,0,1
202000,14,8,215000,1,68428,0,0,0,1
202000,7,2,280000,1,78672,0,0,0,1
202000,4,4,163000,0,77006,0,0,0,1
202000,15,8,374755,0,78672,1,0,0,1
202000,20,3,385000,1,78672,0,0,0,1
202000,26,6,219000,1,84385,0,0,0,1
202000,25,7,492000,1,77006,1,0,0,1
202000,2,0,131250,1,78672,0,0,0,1
202000,25,5,226000,1,78672,0,0,0,1
202000,18,1,357000,1,75231,1,0,0,1
202000,2,2,132000,1,63826,0,0,0,1
202000,20,1,200000,1,78672,0,0,0,1
202000,20,11,948500,1,78672,1,0,0,1
202000,20,2,180000,1,78672,0,0,0,1
202000,7,3,110000,1,78672,0,0,0,1
202000,15,2,360000,1,77006,0,0,0,1
202000,30,0,300000,1,76398,1,0,0,1
202000,4,4,175000,1,77006,1,0,0,1
202000,10,3,308000,1,78672,0,0,0,1
202000,4,1,140000,1,71117,0,0,0,1
202000,22,16,194500,1,77006,0,0,0,1
202000,8,6,142000,1,68428,0,0,0,1
202000,4,0,208250,0,78672,1,0,0,1
202000,15,2,352002,1,63826,1,0,0,1
202000,12,1,160000,1,58116,0,0,0,1
202000,10,4,332000,1,78672,1,0,0,1
202000,26,3,637500,0,78672,1,0,0,1
202000,10,6,114000,1,59234,0,0,0,1
202000,10,0,202500,1,78672,1,0,0,1
202000,17,2,351960,0,77006,0,0,0,1
202000,10,1,185000,1,78672,0,0,0,1
202000,15,3,253000,1,77006,1,0,0,1
202000,3,3,145000,1,78672,0,0,0,1
202000,8,3,289491,1,77006,1,0,0,1
202000,17,12,315000,1,63826,0,0,0,1
202000,5,5,130000,1,71117,0,0,0,1
202000,12,2,233000,1,78672,1,0,0,1
202000,19,11,169100,1,77006,0,0,0,1
202000,15,5,150000,0,85245,0,0,0,1
202000,13,2,240000,1,77006,1,0,0,1
202000,5,1,155000,1,57703,1,0,0,1
202000,3,1,339987,1,75231,0,0,0,1
202000,14,3,227000,1,77006,1,0,0,1
202000,8,2,171000,1,78672,0,0,0,1
202000,9,2,188000,0,78672,1,0,0,1
202000,10,1,506000,0,77006,0,0,0,1
202000,23,2,587000,1,78672,1,0,0,1
202000,10,1,218000,1,78672,1,0,0,1
202000,7,2,120000,1,79855,0,0,0,1
202000,15,5,110000,1,78672,0,0,0,1
202000,10,1,253000,1,77006,0,0,0,1
202000,0,0,118400,1,77006,0,0,0,1
202000,18,2,200000,1,63826,0,0,0,1
202000,7,1,360750,1,78672,0,0,0,1
202000,5,3,148000,1,77006,0,0,0,1
202000,12,1,167000,1,78672,0,0,0,1
202000,20,4,258000,1,71117,0,0,0,1
202000,6,1,199000,1,77006,0,0,0,1
202000,15,1,136000,1,78672,0,0,0,1
202000,9,2,360000,1,71117,0,0,0,1
202000,20,5,478000,1,78672,1,0,0,1
202000,20,0,570000,1,84385,1,0,0,1
202000,14,1,300000,1,76398,1,0,0,1
202000,12,0,222975,1,76398,1,0,0,1
202000,0,0,150000,1,77006,0,0,0,1
202000,11,8,218000,0,77006,0,0,0,1
202000,20,1,620000,1,75231,1,0,0,1
202000,6,6,207000,1,71117,0,0,0,1
202000,17,1,247000,1,63826,1,0,0,1
202000,20,2,310000,1,71117,1,0,0,1
202000,8,0,248750,1,63627,0,0,0,1
202000,22,15,203000,1,77006,0,0,0,1
202000,11,1,60000,1,57703,0,0,0,1
202000,10,0,304001,1,78672,1,0,0,1
202000,2,2,138000,1,56642,0,0,0,1
202000,10,8,300003,1,78672,0,0,0,1
202000,9,1,200000,0,78672,1,0,0,1
202000,10,1,157500,1,63826,0,0,0,1
202000,9,4,142875,1,63826,0,0,0,1
202000,17,1,216000,1,84385,0,0,0,1
202000,10,10,150000,1,84385,0,0,0,1
202000,10,10,214569,0,49475,0,0,0,1
202000,11,3,246000,1,87063,1,0,0,1
202000,12,3,360810,1,77006,1,0,0,1
202000,10,6,160000,0,77006,0,0,0,1
202000,10,0,203000,0,87063,1,0,0,1
202000,6,0,137250,1,63826,0,0,0,1
202000,20,3,388000,1,78672,0,0,0,1
202000,25,2,180000,0,65667,0,0,0,1
202000,18,3,488000,1,77006,1,0,0,1
202000,22,3,144000,1,90842,0,0,0,1
202000,12,0,331500,1,63826,1,0,0,1
202000,10,0,355900,1,77006,1,0,0,1
202000,11,11,101213,0,71117,0,0,0,1
202000,5,1,218600,1,77006,0,0,0,1
202000,8,1,260000,1,78672,0,0,0,1
202000,10,2,125000,1,76398,0,0,0,1
202000,11,1,142200,1,63826,0,0,0,1
202000,17,1,165000,1,61529,0,0,0,1
202000,10,2,181500,1,68428,1,0,0,1
202000,25,22,287600,0,77006,0,0,0,1
202000,11,10,212913,1,63826,0,0,0,1
202000,18,1,135000,1,63826,0,0,0,1
202000,7,6,97000,0,74197,0,0,0,1
202000,20,3,262750,1,77006,0,0,0,1
202000,4,3,259000,0,77006,0,0,0,1
202000,10,8,116000,1,63826,0,0,0,1
202000,21,2,460000,1,78672,1,0,0,1
86000,12,1,215000,1,76398,1,1,0,0
86000,5,3,160000,1,78672,0,1,0,0
86000,9,1,198000,1,77006,1,1,0,0
86000,1,1,39000,1,63627,0,1,0,0
86000,20,2,165000,1,78672,1,1,0,0
86000,0,0,68540,0,58116,0,1,0,0
86000,2,1,78500,0,57290,0,1,0,0
86000,4,2,85000,1,78672,0,1,0,0
86000,0,0,67500,1,73382,0,1,0,0
86000,0,0,62000,1,77006,1,1,0,0
86000,4,0,66000,1,57703,0,1,0,0
86000,1,1,65000,1,90842,0,1,0,0
86000,1,0,49920,1,71117,0,1,0,0
86000,1,0,60000,1,78672,0,1,0,0
86000,24,11,183000,1,90842,0,1,0,0
86000,9,3,179100,1,77006,1,1,0,0
86000,8,4,149000,0,76398,0,1,0,0
86000,7,1,95000,1,71117,0,1,0,0
86000,0,0,75000,1,76398,0,1,0,0
86000,3,1,86000,1,90842,0,1,0,0
86000,5,0,120000,1,78672,0,1,0,0
86000,4,3,95000,1,78672,0,1,0,0
86000,7,3,155000,0,57290,0,1,0,0
86000,3,3,65000,1,78672,0,1,0,0
86000,1,1,70000,1,71117,0,1,0,0
86000,5,1,78000,1,46511,0,1,0,0
86000,0,0,73000,1,78672,0,1,0,0
86000,4,0,88000,1,77006,0,1,0,0
86000,0,0,75000,1,78672,0,1,0,0
86000,10,4,164200,1,78672,0,1,0,0
86000,3,0,50000,1,68428,0,1,0,0
86000,1,1,99500,1,78672,0,1,0,0
86000,5,5,123500,1,71117,0,1,0,0
86000,5,5,90000,1,63627,0,1,0,0
86000,9,2,176000,1,78672,0,1,0,0
86000,7,2,138000,1,77006,0,1,0,0
86000,2,2,40000,1,57703,0,1,0,0
86000,7,2,110000,1,63826,0,1,0,0
86000,5,4,115000,1,78672,0,1,0,0
86000,10,1,90000,1,68428,0,1,0,0
86000,6,0,165000,1,71117,0,1,0,0
86000,5,1,120000,1,71117,0,1,0,0
86000,5,1,181400,1,78672,1,1,0,0
86000,5,0,115000,1,63826,0,1,0,0
86000,4,0,75000,1,78672,0,1,0,0
86000,1,1,35000,1,68428,0,1,0,0
86000,6,6,145000,1,71117,0,1,0,0
86000,6,1,95000,0,76398,0,1,0,0
86000,7,2,163000,1,78672,0,1,0,0
86000,4,1,85000,1,84385,0,1,0,0
86000,4,2,80000,1,78672,0,1,0,0
86000,6,5,88600,1,75231,0,1,0,0
86000,11,1,308500,1,78672,0,1,0,0
86000,3,3,71300,1,75231,0,1,0,0
86000,10,1,137500,1,71117,0,1,0,0
86000,10,4,69500,0,77006,0,1,0,0
86000,8,2,128000,1,74197,0,1,0,0
86000,7,3,70000,1,68428,0,1,0,0
86000,2,0,60000,1,63826,0,1,0,0
86000,12,2,60000,1,52035,0,1,0,0
86000,9,0,102000,1,56642,0,1,0,0
86000,10,1,71500,1,63826,0,1,0,0
86000,6,1,125000,1,78672,0,1,0,0
86000,8,3,110000,1,78672,0,1,0,0
86000,10,8,135864,1,78672,0,1,0,0
86000,1,1,70000,1,84385,0,1,0,0
86000,7,0,123900,1,71117,0,1,0,0
86000,5,1,116000,1,71117,0,1,0,0
86000,6,2,132000,1,68428,0,1,0,0
86000,0,0,85000,1,54833,0,1,0,0
86000,5,5,207979200,1,63826,0,1,0,0
86000,4,1,85000,1,77006,0,1,0,0
86000,5,5,111000,1,63627,0,1,0,0
86000,8,5,100000,1,77006,0,1,0,0
86000,4,1,103000,1,63826,0,1,0,0
86000,2,2,75000,1,78672,0,1,0,0
86000,6,5,100000,1,77006,0,1,0,0
86000,6,6,115000,1,68428,0,1,0,0
86000,10,4,125000,1,78672,0,1,0,0
86000,1,1,35000,1,76398,0,1,0,0
86000,10,4,105000,1,78672,0,1,0,0
86000,7,3,190000,1,78672,0,1,0,0
86000,12,2,172337,0,78672,0,1,0,0
86000,7,4,105000,1,57703,0,1,0,0
86000,1,0,80000,1,57703,0,1,0,0
86000,2,0,100000,1,71117,0,1,0,0
86000,11,3,143000,1,77006,1,1,0,0
86000,7,2,78100,0,57290,0,1,0,0
86000,2,2,110000,1,71117,0,1,0,0
