title_median_salary,total_yrs_exp,company_yrs_exp,total_comp,pop_city_greater_65K,state_median_income,faang,Business,Engineering,Technology
161000,3,3,240000,1,78672,0,0,0,1
161000,2,2,82000,1,63826,0,0,0,1
161000,4,1,145000,1,84385,0,0,0,1
161000,7,1,184000,1,71117,1,0,0,1
161000,20,2,280000,1,78672,0,0,0,1
161000,1,1,205000,1,63627,1,0,0,1
161000,6,3,400000,1,78672,1,0,0,1
161000,5,3,175000,1,78672,0,0,0,1
161000,1,1,93610,1,63826,0,0,0,1
161000,7,1,65000,0,76398,0,0,0,1
161000,4,4,105000,1,77006,0,0,0,1
161000,4,2,453500,1,78672,0,0,0,1
161000,3,3,270000,0,78672,1,0,0,1
161000,0,0,194150,1,78672,1,0,0,1
161000,4,3,84350,1,74197,0,0,0,1
161000,16,3,92500,1,90842,0,0,0,1
161000,3,3,124000,1,61224,0,0,0,1
161000,1,1,103000,0,52238,0,0,0,1
161000,7,6,95000,0,63826,0,0,0,1
161000,6,0,130626,1,63826,0,0,0,1
161000,13,1,280000,1,78672,0,0,0,1
161000,4,4,162500,1,77006,0,0,0,1
161000,1,1,150000,1,78672,0,0,0,1
161000,2,2,58000,1,78672,0,0,0,1
161000,1,1,108000,1,75231,0,0,0,1
161000,13,6,266000,1,78672,0,0,0,1
161000,7,7,90000,1,78672,0,0,0,1
161000,1,1,170000,1,71117,0,0,0,1
161000,7,7,116000,1,63826,0,0,0,1
161000,8,3,300000,1,78672,0,0,0,1
161000,7,1,106000,1,68428,0,0,0,1
161000,9,1,179820,0,56642,0,0,0,1
161000,2,0,92000,1,61836,0,0,0,1
161000,1,1,150169,1,78672,0,0,0,1
161000,5,0,108000,1,57703,0,0,0,1
161000,18,4,260000,1,71117,0,0,0,1
161000,3,2,305500,1,71117,0,0,0,1
161000,4,1,96250,0,57290,0,0,0,1
161000,2,1,150020,1,78672,1,0,0,1
161000,0,0,92500,1,68428,0,0,0,1
161000,6,3,290000,1,78672,0,0,0,1
161000,5,1,200000,1,84385,0,0,0,1
161000,13,4,404000,1,77006,0,0,0,1
161000,7,2,151000,1,63826,1,0,0,1
161000,4,1,255000,1,77006,1,0,0,1
161000,13,6,125000,1,58235,0,0,0,1
161000,0,0,174825,1,77006,0,0,0,1
161000,10,0,243000,1,78672,0,0,0,1
161000,4,2,260000,1,78672,0,0,0,1
161000,2,2,104000,1,77006,0,0,0,1
161000,20,2,220000,1,78672,0,0,0,1
161000,1,1,90600,1,77006,0,0,0,1
161000,7,5,290000,1,77006,1,0,0,1
161000,6,5,198000,1,78672,0,0,0,1
161000,6,6,165000,1,78672,0,0,0,1
161000,15,1,198031,1,71117,0,0,0,1
161000,5,0,120000,1,87063,0,0,0,1
161000,7,0,291250,1,78672,0,0,0,1
161000,2,2,145000,1,77006,0,0,0,1
161000,7,3,135525,1,75231,0,0,0,1
161000,7,6,155000,1,78672,0,0,0,1
161000,10,1,215000,1,75231,0,0,0,1
161000,2,2,235000,1,78672,0,0,0,1
161000,3,1,172500,1,77006,1,0,0,1
161000,3,3,83000,1,71117,0,0,0,1
161000,20,6,976000,0,78672,1,0,0,1
161000,6,4,191250,1,78672,0,0,0,1
161000,4,4,150900,1,65667,0,0,0,1
161000,1,1,132009,0,63293,0,0,0,1
161000,3,3,126000,1,73382,0,0,0,1
161000,4,1,115000,1,78672,0,0,0,1
161000,12,1,280000,0,78672,1,0,0,1
161000,4,4,105000,0,57290,0,0,0,1
161000,5,3,73150,1,74197,0,0,0,1
161000,4,2,124000,1,63826,0,0,0,1
161000,4,1,120000,1,78672,0,0,0,1
161000,12,9,181000,1,74197,0,0,0,1
161000,8,6,295000,1,77006,1,0,0,1
161000,10,3,355000,1,78672,0,0,0,1
161000,25,18,152000,1,57703,0,0,0,1
161000,3,0,67500,1,78672,0,0,0,1
161000,3,2,125000,0,76398,0,0,0,1
161000,9,0,456500,1,77006,0,0,0,1
161000,12,3,320000,1,77006,0,0,0,1
161000,8,3,122000,1,57703,0,0,0,1
161000,21,6,258500,1,71117,0,0,0,1
161000,7,1,77000,1,71117,0,0,0,1
161000,4,4,260000,1,78672,1,0,0,1
161000,11,10,247200,1,78672,0,0,0,1
161000,2,2,119000,1,76398,0,0,0,1
161000,2,2,130000,1,71117,0,0,0,1
161000,4,4,118000,1,63826,0,0,0,1
161000,5,1,180000,1,77006,1,0,0,1
161000,5,2,240000,0,78672,1,0,0,1
161000,10,4,150000,1,71117,0,0,0,1
161000,4,2,154000,1,75231,1,0,0,1
161000,11,3,169000,1,78672,0,0,0,1
161000,4,1,155000,1,78672,0,0,0,1
161000,5,0,100000,1,78672,0,0,0,1
161000,3,1,200000,0,78672,0,0,0,1
161000,11,4,125000,1,78672,0,0,0,1
161000,5,3,237000,1,71117,0,0,0,1
161000,4,3,93000,1,63826,0,0,0,1
161000,7,0,120000,1,77006,0,0,0,1
161000,3,2,216000,1,78672,1,0,0,1
161000,1,1,290000,1,77006,0,0,0,1
161000,15,3,210000,1,84385,0,0,0,1
161000,2,2,180000,1,84385,1,0,0,1
161000,3,1,180000,1,84385,0,0,0,1
161000,5,2,104405,1,73382,0,0,0,1
161000,8,5,145000,1,78672,0,0,0,1
161000,17,5,105000,1,58116,0,0,0,1
161000,4,2,165000,1,78672,0,0,0,1
161000,5,2,106000,1,76398,0,0,0,1
161000,3,2,102000,1,78672,0,0,0,1
161000,7,1,160000,1,74197,0,0,0,1
161000,4,4,239981,1,77006,0,0,0,1
161000,8,4,300000,1,78672,1,0,0,1
161000,2,2,175000,1,71117,0,0,0,1
161000,10,3,242000,1,77006,0,0,0,1
161000,2,0,275000,1,71117,0,0,0,1
161000,2,2,201500,1,90842,0,0,0,1
161000,3,1,220000,1,78672,0,0,0,1
161000,2,1,91009,1,68428,0,0,0,1
161000,3,1,198000,1,77006,1,0,0,1
161000,0,0,81000,0,84385,0,0,0,1
161000,6,6,140000,1,63293,0,0,0,1
161000,0,0,141750,1,78672,0,0,0,1
161000,16,3,160000,1,78672,0,0,0,1
161000,10,10,120000,1,78672,0,0,0,1
161000,17,9,471000,1,78672,1,0,0,1
161000,11,4,160000,1,75231,0,0,0,1
161000,1,1,151000,1,78672,0,0,0,1
161000,4,0,220000,1,71117,1,0,0,1
161000,11,4,210664,1,78672,0,0,0,1
161000,11,3,140000,1,78672,0,0,0,1
161000,9,4,560000,1,78672,0,0,0,1
161000,3,2,198340,1,77006,0,0,0,1
161000,10,10,138000,1,71117,0,0,0,1
161000,4,2,143000,1,71117,0,0,0,1
161000,4,2,96250,1,79855,0,0,0,1
161000,4,1,132000,1,71117,0,0,0,1
161000,8,1,175000,1,78672,0,0,0,1
161000,8,0,248750,1,78672,0,0,0,1
161000,7,1,224000,0,78672,1,0,0,1
161000,12,5,150000,1,56642,0,0,0,1
161000,10,8,361130,1,78672,0,0,0,1
161000,10,3,120000,1,63826,0,0,0,1
161000,2,1,125000,1,78672,0,0,0,1
161000,6,3,148000,1,73382,0,0,0,1
161000,6,1,255000,1,77006,0,0,0,1
161000,7,3,170000,1,78672,0,0,0,1
161000,10,1,488714,1,78672,0,0,0,1
161000,1,1,170000,1,78672,0,0,0,1
161000,1,0,85200,0,76398,0,0,0,1
161000,10,3,100000,1,63826,0,0,0,1
161000,7,7,195000,1,53840,0,0,0,1
161000,5,3,385000,1,78672,0,0,0,1
161000,7,0,330000,1,78672,0,0,0,1
161000,10,10,192700,1,65667,0,0,0,1
161000,1,0,167500,1,78672,0,0,0,1
161000,6,4,197000,1,77006,0,0,0,1
161000,6,2,143000,0,61224,0,0,0,1
161000,1,1,65000,1,63826,0,0,0,1
161000,6,5,105000,1,71117,0,0,0,1
161000,12,4,260000,1,63826,1,0,0,1
161000,4,3,160000,1,71117,0,0,0,1
161000,10,10,126000,1,79855,0,0,0,1
161000,3,3,97000,0,84385,0,0,0,1
161000,7,3,140000,1,78672,0,0,0,1
161000,8,5,390000,1,71117,1,0,0,1
161000,1,1,95000,1,68428,0,0,0,1
161000,7,7,190000,1,57703,0,0,0,1
161000,17,1,177000,1,74197,0,0,0,1
161000,9,8,440000,1,71117,0,0,0,1
161000,1,1,84200,1,61224,0,0,0,1
161000,10,4,621001,1,71117,1,0,0,1
161000,12,8,112000,1,78672,0,0,0,1
161000,5,0,179500,1,78672,1,0,0,1
161000,11,10,179400,0,77923,0,0,0,1
161000,2,2,250000,1,77006,1,0,0,1
161000,8,4,250000,1,78672,0,0,0,1
161000,5,1,115000,0,58235,0,0,0,1
161000,8,8,194000,1,78672,0,0,0,1
161000,0,0,102500,1,71117,0,0,0,1
161000,11,11,113000,0,71117,0,0,0,1
161000,7,1,170000,1,56642,0,0,0,1
161000,3,2,85000,1,78672,0,0,0,1
161000,12,0,500000,1,77006,1,0,0,1
161000,2,1,185000,1,71117,1,0,0,1
161000,10,2,120000,1,61224,0,0,0,1
161000,13,9,84300,1,68428,0,0,0,1
161000,4,2,115000,1,78672,0,0,0,1
161000,15,0,180000,1,71117,0,0,0,1
161000,1,0,220000,1,78672,1,0,0,1
161000,12,6,148500,1,59234,0,0,0,1
161000,2,2,214000,1,78672,0,0,0,1
161000,1,1,173000,0,78672,1,0,0,1
161000,10,10,265000,1,78672,0,0,0,1
161000,1,1,60000,1,57703,0,0,0,1
161000,3,0,101977,1,71117,0,0,0,1
161000,2,1,180000,1,78672,0,0,0,1
161000,2,0,118800,0,57290,0,0,0,1
161000,2,2,165700,0,77006,0,0,0,1
161000,12,6,210000,1,77006,0,0,0,1
161000,0,0,190000,0,78672,1,0,0,1
161000,3,2,255000,0,78672,1,0,0,1
161000,5,3,160000,1,77006,0,0,0,1
161000,0,0,550000,1,68428,0,0,0,1
161000,12,4,280000,1,78672,1,0,0,1
161000,4,3,250000,1,78672,0,0,0,1
161000,10,4,125000,1,77006,0,0,0,1
161000,12,2,190000,1,78672,0,0,0,1
161000,3,3,100000,0,69110,0,0,0,1
161000,12,4,195000,1,90842,0,0,0,1
161000,3,3,168500,1,78672,0,0,0,1
161000,3,3,97000,1,58235,0,0,0,1
161000,2,2,137000,1,78672,0,0,0,1
161000,2,1,92000,0,87063,0,0,0,1
161000,2,1,68000,1,63627,0,0,0,1
161000,10,2,156250,1,58116,0,0,0,1
161000,8,3,391000,0,78672,1,0,0,1
161000,2,2,110000,1,77006,0,0,0,1
161000,10,5,151500,1,75231,0,0,0,1
161000,1,1,130000,1,77006,0,0,0,1
161000,15,5,110200,1,58116,0,0,0,1
161000,8,1,140000,1,78672,0,0,0,1
161000,9,3,301000,0,77006,0,0,0,1
161000,7,1,195000,1,90842,0,0,0,1
161000,10,7,235000,1,78672,0,0,0,1
161000,2,1,125000,1,77006,0,0,0,1
161000,40,2,135000,1,57703,0,0,0,1
161000,5,3,85000,0,57703,0,0,0,1
161000,14,5,248000,1,77006,1,0,0,1
161000,6,1,194000,1,77006,1,0,0,1
161000,4,0,70000,1,58235,0,0,0,1
161000,6,6,128000,0,84385,0,0,0,1
161000,5,1,145000,1,63627,0,0,0,1
161000,7,4,125000,1,71117,0,0,0,1
161000,6,2,292000,1,78672,0,0,0,1
161000,2,2,106000,1,71117,0,0,0,1
161000,0,0,163750,1,78672,1,0,0,1
161000,1,1,80000,0,78672,0,0,0,1
161000,3,3,168000,1,78672,1,0,0,1
161000,7,5,90000,1,63627,0,0,0,1
161000,3,1,88000,1,75231,0,0,0,1
161000,3,1,131500,1,56642,0,0,0,1
161000,4,2,98000,1,57703,0,0,0,1
161000,5,2,151725,1,77006,0,0,0,1
161000,0,0,214000,1,77006,0,0,0,1
161000,16,4,430000,0,78672,1,0,0,1
161000,5,0,200000,1,71117,0,0,0,1
161000,3,3,140000,1,78672,0,0,0,1
161000,3,1,110000,1,78672,0,0,0,1
161000,10,1,195000,1,63015,0,0,0,1
161000,15,12,287000,1,71117,0,0,0,1
161000,3,3,184501,0,78672,0,0,0,1
161000,8,3,150000,1,71117,0,0,0,1
161000,13,5,100000,0,71117,0,0,0,1
161000,1,1,437802,1,78672,0,0,0,1
161000,4,4,180000,1,78672,0,0,0,1
161000,1,0,120000,1,71117,0,0,0,1
161000,1,1,83600,1,71117,0,0,0,1
161000,4,4,234000,1,77006,1,0,0,1
161000,1,0,80000,0,85245,0,0,0,1
161000,1,0,75000,1,78672,0,0,0,1
161000,11,1,300000,1,77006,0,0,0,1
161000,6,3,137000,1,57703,0,0,0,1
161000,6,6,313000,1,77006,1,0,0,1
161000,6,6,100000,0,85245,0,0,0,1
161000,4,1,120000,1,68428,0,0,0,1
161000,7,5,104200,0,85245,0,0,0,1
161000,4,0,42000,1,68428,0,0,0,1
161000,5,2,210000,1,78672,0,0,0,1
161000,3,0,190000,1,78672,0,0,0,1
161000,0,0,119000,1,78672,0,0,0,1
161000,12,0,701000,1,78672,0,0,0,1
161000,11,11,190000,0,71117,0,0,0,1
161000,6,3,219000,1,71117,0,0,0,1
161000,0,0,107679,0,85245,0,0,0,1
161000,1,1,77000,0,85245,0,0,0,1
161000,1,1,60000,1,63826,0,0,0,1
161000,5,5,76650,0,85245,0,0,0,1
161000,0,0,69000,1,63826,0,0,0,1
161000,2,2,140000,1,77006,1,0,0,1
161000,22,2,210300,1,71117,0,0,0,1
161000,6,3,236000,1,77006,1,0,0,1
161000,10,1,120000,1,71117,0,0,0,1
161000,25,2,165000,1,78672,0,0,0,1
161000,3,3,146000,1,63826,0,0,0,1
161000,9,7,165000,1,63826,0,0,0,1
161000,1,1,160000,1,68428,0,0,0,1
161000,10,4,187000,1,77006,0,0,0,1
161000,3,2,92000,1,87063,0,0,0,1
161000,2,2,151600,1,77006,1,0,0,1
161000,6,3,198308,1,77006,0,0,0,1
161000,9,1,200000,1,78672,0,0,0,1
161000,5,2,137500,0,63477,0,0,0,1
161000,10,4,175000,1,78672,0,0,0,1
161000,0,0,112875,0,63826,0,0,0,1
161000,3,1,61000,1,65667,0,0,0,1
161000,2,1,102000,0,77923,0,0,0,1
161000,9,5,174000,1,77006,0,0,0,1
161000,5,0,392500,1,78672,0,0,0,1
161000,14,2,712000,1,77006,0,0,0,1
161000,7,6,155000,1,90842,0,0,0,1
161000,8,1,132000,1,57290,0,0,0,1
161000,6,0,156250,1,61529,0,0,0,1
161000,8,7,159000,1,56642,0,0,0,1
161000,24,9,369907,1,77006,1,0,0,1
161000,13,1,174720,1,61529,0,0,0,1
161000,4,4,180900,0,74197,0,0,0,1
161000,7,7,120000,1,61224,0,0,0,1
161000,0,0,161000,1,78672,0,0,0,1
161000,5,1,155500,1,71117,0,0,0,1
161000,4,4,316000,1,65667,0,0,0,1
161000,4,4,105000,1,75231,0,0,0,1
161000,11,6,140000,1,57703,0,0,0,1
161000,7,1,201000,1,68428,0,0,0,1
161000,5,5,208000,1,59234,1,0,0,1
161000,8,2,220000,0,77006,0,0,0,1
161000,9,6,355500,1,56642,1,0,0,1
161000,10,4,348000,1,78672,0,0,0,1
161000,5,4,127000,1,73382,0,0,0,1
161000,1,0,110000,1,76398,0,0,0,1
161000,3,2,114000,1,79855,0,0,0,1
161000,4,1,85000,0,57290,0,0,0,1
161000,4,1,85000,1,71117,0,0,0,1
161000,10,4,143000,1,56642,0,0,0,1
161000,3,1,150000,1,63826,0,0,0,1
161000,10,1,293250,1,78672,0,0,0,1
161000,13,5,230000,1,58235,0,0,0,1
161000,6,0,95750,1,79855,0,0,0,1
161000,15,2,290000,1,78672,0,0,0,1
161000,9,1,150000,1,76398,0,0,0,1
161000,4,4,108108,1,63826,0,0,0,1
161000,4,4,127592,1,63627,0,0,0,1
161000,5,1,144000,1,52035,0,0,0,1
161000,0,0,62400,1,78672,0,0,0,1
161000,5,1,128000,0,63627,0,0,0,1
161000,1,1,200000,1,71117,0,0,0,1
161000,16,0,247500,1,78672,0,0,0,1
161000,6,1,190000,1,78672,0,0,0,1
161000,4,2,253000,1,77006,0,0,0,1
161000,5,1,143000,1,73382,0,0,0,1
161000,3,1,85000,1,59234,0,0,0,1
161000,1,1,84500,1,56642,0,0,0,1
161000,1,0,160000,1,78672,0,0,0,1
161000,3,3,74000,1,59234,0,0,0,1
161000,8,7,175000,1,63826,0,0,0,1
161000,2,2,126000,1,71117,0,0,0,1
161000,8,2,407500,1,77006,0,0,0,1
161000,4,1,104000,1,63826,0,0,0,1
161000,7,1,225000,1,71117,0,0,0,1
161000,12,3,158000,1,84385,0,0,0,1
161000,4,2,135000,1,71117,0,0,0,1
161000,16,2,203000,1,78672,0,0,0,1
161000,20,0,218000,1,68428,0,0,0,1
161000,2,2,240000,0,78672,1,0,0,1
161000,7,4,113000,1,63826,0,0,0,1
161000,7,3,278000,1,78672,1,0,0,1
161000,0,0,142000,1,78672,0,0,0,1
161000,7,7,171400,0,75231,0,0,0,1
161000,5,0,277500,1,77006,0,0,0,1
161000,1,0,315538,1,77006,0,0,0,1
161000,8,3,155000,1,54833,0,0,0,1
161000,7,2,265000,1,78672,0,0,0,1
161000,10,2,375000,1,77006,0,0,0,1
161000,4,1,190000,1,78672,0,0,0,1
161000,4,1,215000,1,75231,1,0,0,1
161000,7,3,425000,1,78672,0,0,0,1
161000,0,0,183875,0,77006,0,0,0,1
161000,12,2,237000,1,78672,0,0,0,1
161000,10,1,385000,1,77006,0,0,0,1
161000,4,1,120000,1,68428,0,0,0,1
161000,0,0,117875,1,63826,0,0,0,1
161000,6,4,212500,1,77006,0,0,0,1
161000,5,1,320000,1,78672,1,0,0,1
161000,2,2,76960,1,78672,0,0,0,1
161000,4,4,260000,1,63826,0,0,0,1
161000,1,1,165000,1,77006,0,0,0,1
161000,4,4,147000,1,78672,0,0,0,1
161000,4,4,95000,0,74197,0,0,0,1
161000,1,1,90000,1,71117,0,0,0,1
161000,0,0,155000,1,78672,0,0,0,1
161000,0,0,75000,1,74197,0,0,0,1
161000,3,0,155000,1,71117,0,0,0,1
161000,2,1,83600,1,63826,0,0,0,1
161000,1,1,85000,1,59234,0,0,0,1
161000,3,1,105000,1,78672,0,0,0,1
161000,6,6,470000,1,71117,0,0,0,1
161000,1,1,55000,0,52238,0,0,0,1
161000,8,0,135000,1,87063,0,0,0,1
161000,2,2,124000,1,90842,0,0,0,1
161000,12,5,107000,0,57290,0,0,0,1
161000,6,4,201500,1,78672,0,0,0,1
161000,4,2,106375,0,57290,0,0,0,1
161000,4,1,131250,1,71117,0,0,0,1
161000,12,4,255000,1,78672,0,0,0,1
161000,0,0,120000,1,71117,0,0,0,1
161000,3,3,330000,1,71117,0,0,0,1
161000,3,2,161200,0,76398,0,0,0,1
161000,5,5,184000,1,77006,1,0,0,1
